suicides/100k pop,country-year,HDI for year,gdp_for_year,gdp_per_capita,generation
3.15,Luxembourg2014,0.892,"66,327,344,189",126352,Generation Z
0.0,Luxembourg2014,0.892,"66,327,344,189",126352,Generation Z
29.45,Luxembourg2015,0.9059999999999999,"57,784,495,265",107456,Boomers
26.65,Luxembourg2015,0.9059999999999999,"57,784,495,265",107456,Silent
18.87,Luxembourg2015,0.9059999999999999,"57,784,495,265",107456,Generation X
16.7,Luxembourg2015,0.9059999999999999,"57,784,495,265",107456,Boomers
11.51,Luxembourg2015,0.9059999999999999,"57,784,495,265",107456,Millenials
9.32,Luxembourg2015,0.9059999999999999,"57,784,495,265",107456,Millenials
8.62,Luxembourg2015,0.9059999999999999,"57,784,495,265",107456,Silent
6.98,Luxembourg2015,0.9059999999999999,"57,784,495,265",107456,Generation X
3.29,Luxembourg2015,0.9059999999999999,"57,784,495,265",107456,Generation Z
3.01,Luxembourg2015,0.9059999999999999,"57,784,495,265",107456,Millenials
0.0,Luxembourg2015,0.9059999999999999,"57,784,495,265",107456,Millenials
0.0,Luxembourg2015,0.9059999999999999,"57,784,495,265",107456,Generation Z
0.0,Maldives2000,0.603,"624,337,145",2524,Generation X
0.0,Maldives2000,0.603,"624,337,145",2524,Generation X
0.0,Maldives2000,0.603,"624,337,145",2524,Boomers
0.0,Maldives2000,0.603,"624,337,145",2524,Millenials
0.0,Maldives2000,0.603,"624,337,145",2524,Silent
0.0,Maldives2000,0.603,"624,337,145",2524,G.I. Generation
0.0,Maldives2000,0.603,"624,337,145",2524,Generation X
0.0,Maldives2000,0.603,"624,337,145",2524,Generation X
0.0,Maldives2000,0.603,"624,337,145",2524,Boomers
0.0,Maldives2000,0.603,"624,337,145",2524,Millenials
0.0,Maldives2000,0.603,"624,337,145",2524,Silent
0.0,Maldives2000,0.603,"624,337,145",2524,G.I. Generation
102.46,Maldives2001,0.626,"870,179,739",3406,Silent
5.03,Maldives2001,0.626,"870,179,739",3406,Generation X
3.0,Maldives2001,0.626,"870,179,739",3406,Millenials
0.0,Maldives2001,0.626,"870,179,739",3406,Millenials
0.0,Maldives2001,0.626,"870,179,739",3406,Generation X
0.0,Maldives2001,0.626,"870,179,739",3406,Boomers
0.0,Maldives2001,0.626,"870,179,739",3406,Millenials
0.0,Maldives2001,0.626,"870,179,739",3406,Silent
0.0,Maldives2001,0.626,"870,179,739",3406,Boomers
0.0,Maldives2001,0.626,"870,179,739",3406,Millenials
0.0,Maldives2001,0.626,"870,179,739",3406,Silent
0.0,Maldives2001,0.626,"870,179,739",3406,Silent
4.15,Maldives2002,0.63,"897,031,250",3401,Boomers
2.95,Maldives2002,0.63,"897,031,250",3401,Millenials
2.74,Maldives2002,0.63,"897,031,250",3401,Millenials
0.0,Maldives2002,0.63,"897,031,250",3401,Generation X
0.0,Maldives2002,0.63,"897,031,250",3401,Boomers
0.0,Maldives2002,0.63,"897,031,250",3401,Millenials
0.0,Maldives2002,0.63,"897,031,250",3401,Silent
0.0,Maldives2002,0.63,"897,031,250",3401,Silent
0.0,Maldives2002,0.63,"897,031,250",3401,Generation X
0.0,Maldives2002,0.63,"897,031,250",3401,Millenials
0.0,Maldives2002,0.63,"897,031,250",3401,Silent
0.0,Maldives2002,0.63,"897,031,250",3401,Silent
11.57,Maldives2003,0.644,"1,052,121,055",3867,Boomers
3.95,Maldives2003,0.644,"1,052,121,055",3867,Boomers
0.0,Maldives2003,0.644,"1,052,121,055",3867,Millenials
0.0,Maldives2003,0.644,"1,052,121,055",3867,Generation X
0.0,Maldives2003,0.644,"1,052,121,055",3867,Millenials
0.0,Maldives2003,0.644,"1,052,121,055",3867,Silent
0.0,Maldives2003,0.644,"1,052,121,055",3867,Silent
0.0,Maldives2003,0.644,"1,052,121,055",3867,Millenials
0.0,Maldives2003,0.644,"1,052,121,055",3867,Generation X
0.0,Maldives2003,0.644,"1,052,121,055",3867,Millenials
0.0,Maldives2003,0.644,"1,052,121,055",3867,Silent
0.0,Maldives2003,0.644,"1,052,121,055",3867,Silent
3.74,Maldives2004,0.649,"1,226,829,563",4373,Boomers
0.0,Maldives2004,0.649,"1,226,829,563",4373,Millenials
0.0,Maldives2004,0.649,"1,226,829,563",4373,Generation X
0.0,Maldives2004,0.649,"1,226,829,563",4373,Millenials
0.0,Maldives2004,0.649,"1,226,829,563",4373,Silent
0.0,Maldives2004,0.649,"1,226,829,563",4373,Silent
0.0,Maldives2004,0.649,"1,226,829,563",4373,Millenials
0.0,Maldives2004,0.649,"1,226,829,563",4373,Generation X
0.0,Maldives2004,0.649,"1,226,829,563",4373,Boomers
0.0,Maldives2004,0.649,"1,226,829,563",4373,Millenials
0.0,Maldives2004,0.649,"1,226,829,563",4373,Silent
0.0,Maldives2004,0.649,"1,226,829,563",4373,Silent
2.75,Maldives2005,0.638,"1,163,362,438",4026,Millenials
0.0,Maldives2005,0.638,"1,163,362,438",4026,Millenials
0.0,Maldives2005,0.638,"1,163,362,438",4026,Generation X
0.0,Maldives2005,0.638,"1,163,362,438",4026,Boomers
0.0,Maldives2005,0.638,"1,163,362,438",4026,Millenials
0.0,Maldives2005,0.638,"1,163,362,438",4026,Silent
0.0,Maldives2005,0.638,"1,163,362,438",4026,Silent
0.0,Maldives2005,0.638,"1,163,362,438",4026,Millenials
0.0,Maldives2005,0.638,"1,163,362,438",4026,Generation X
0.0,Maldives2005,0.638,"1,163,362,438",4026,Boomers
0.0,Maldives2005,0.638,"1,163,362,438",4026,Silent
0.0,Maldives2005,0.638,"1,163,362,438",4026,Silent
5.95,Maldives2007,0.664,"1,868,383,461",6115,Generation X
3.77,Maldives2007,0.664,"1,868,383,461",6115,Generation X
2.56,Maldives2007,0.664,"1,868,383,461",6115,Millenials
2.08,Maldives2007,0.664,"1,868,383,461",6115,Millenials
0.0,Maldives2007,0.664,"1,868,383,461",6115,Boomers
0.0,Maldives2007,0.664,"1,868,383,461",6115,Generation Z
0.0,Maldives2007,0.664,"1,868,383,461",6115,Silent
0.0,Maldives2007,0.664,"1,868,383,461",6115,Silent
0.0,Maldives2007,0.664,"1,868,383,461",6115,Boomers
0.0,Maldives2007,0.664,"1,868,383,461",6115,Generation Z
0.0,Maldives2007,0.664,"1,868,383,461",6115,Silent
0.0,Maldives2007,0.664,"1,868,383,461",6115,Silent
0.0,Maldives2008,0.6729999999999999,"2,271,646,188",7236,Millenials
0.0,Maldives2008,0.6729999999999999,"2,271,646,188",7236,Generation X
0.0,Maldives2008,0.6729999999999999,"2,271,646,188",7236,Boomers
0.0,Maldives2008,0.6729999999999999,"2,271,646,188",7236,Generation Z
0.0,Maldives2008,0.6729999999999999,"2,271,646,188",7236,Silent
0.0,Maldives2008,0.6729999999999999,"2,271,646,188",7236,Silent
0.0,Maldives2008,0.6729999999999999,"2,271,646,188",7236,Millenials
0.0,Maldives2008,0.6729999999999999,"2,271,646,188",7236,Generation X
0.0,Maldives2008,0.6729999999999999,"2,271,646,188",7236,Boomers
0.0,Maldives2008,0.6729999999999999,"2,271,646,188",7236,Generation Z
0.0,Maldives2008,0.6729999999999999,"2,271,646,188",7236,Silent
0.0,Maldives2008,0.6729999999999999,"2,271,646,188",7236,Silent
1.99,Maldives2010,0.6829999999999999,"2,588,176,055",7806,Millenials
0.0,Maldives2010,0.6829999999999999,"2,588,176,055",7806,Millenials
0.0,Maldives2010,0.6829999999999999,"2,588,176,055",7806,Generation X
0.0,Maldives2010,0.6829999999999999,"2,588,176,055",7806,Generation X
0.0,Maldives2010,0.6829999999999999,"2,588,176,055",7806,Generation Z
0.0,Maldives2010,0.6829999999999999,"2,588,176,055",7806,Silent
0.0,Maldives2010,0.6829999999999999,"2,588,176,055",7806,Silent
0.0,Maldives2010,0.6829999999999999,"2,588,176,055",7806,Generation X
0.0,Maldives2010,0.6829999999999999,"2,588,176,055",7806,Generation X
0.0,Maldives2010,0.6829999999999999,"2,588,176,055",7806,Generation Z
0.0,Maldives2010,0.6829999999999999,"2,588,176,055",7806,Silent
0.0,Maldives2010,0.6829999999999999,"2,588,176,055",7806,Silent
3.32,Maldives2011,0.69,"2,774,351,760",8135,Generation Z
2.07,Maldives2011,0.69,"2,774,351,760",8135,Millenials
0.0,Maldives2011,0.69,"2,774,351,760",8135,Millenials
0.0,Maldives2011,0.69,"2,774,351,760",8135,Millenials
0.0,Maldives2011,0.69,"2,774,351,760",8135,Generation X
0.0,Maldives2011,0.69,"2,774,351,760",8135,Generation Z
0.0,Maldives2011,0.69,"2,774,351,760",8135,Boomers
0.0,Maldives2011,0.69,"2,774,351,760",8135,Silent
0.0,Maldives2011,0.69,"2,774,351,760",8135,Millenials
0.0,Maldives2011,0.69,"2,774,351,760",8135,Generation X
0.0,Maldives2011,0.69,"2,774,351,760",8135,Boomers
0.0,Maldives2011,0.69,"2,774,351,760",8135,Silent
8.44,Malta1990,0.7290000000000001,"2,547,163,582",7780,Silent
7.81,Malta1990,0.7290000000000001,"2,547,163,582",7780,Generation X
4.0,Malta1990,0.7290000000000001,"2,547,163,582",7780,G.I. Generation
3.5,Malta1990,0.7290000000000001,"2,547,163,582",7780,Boomers
0.0,Malta1990,0.7290000000000001,"2,547,163,582",7780,Generation X
0.0,Malta1990,0.7290000000000001,"2,547,163,582",7780,Boomers
0.0,Malta1990,0.7290000000000001,"2,547,163,582",7780,Silent
0.0,Malta1990,0.7290000000000001,"2,547,163,582",7780,Generation X
0.0,Malta1990,0.7290000000000001,"2,547,163,582",7780,G.I. Generation
0.0,Malta1990,0.7290000000000001,"2,547,163,582",7780,G.I. Generation
0.0,Malta1990,0.7290000000000001,"2,547,163,582",7780,Generation X
0.0,Malta1990,0.7290000000000001,"2,547,163,582",7780,G.I. Generation
11.49,Malta1991,0.757,"2,750,041,434",8313,Generation X
10.68,Malta1991,0.757,"2,750,041,434",8313,Boomers
6.16,Malta1991,0.757,"2,750,041,434",8313,Boomers
2.01,Malta1991,0.757,"2,750,041,434",8313,Boomers
0.0,Malta1991,0.757,"2,750,041,434",8313,Generation X
0.0,Malta1991,0.757,"2,750,041,434",8313,Boomers
0.0,Malta1991,0.757,"2,750,041,434",8313,Millenials
0.0,Malta1991,0.757,"2,750,041,434",8313,Silent
0.0,Malta1991,0.757,"2,750,041,434",8313,G.I. Generation
0.0,Malta1991,0.757,"2,750,041,434",8313,Millenials
0.0,Malta1991,0.757,"2,750,041,434",8313,Silent
0.0,Malta1991,0.757,"2,750,041,434",8313,G.I. Generation
36.36,Malta1992,0.762,"3,021,910,217",9040,G.I. Generation
14.44,Malta1992,0.762,"3,021,910,217",9040,Boomers
11.45,Malta1992,0.762,"3,021,910,217",9040,Silent
9.49,Malta1992,0.762,"3,021,910,217",9040,Silent
7.49,Malta1992,0.762,"3,021,910,217",9040,Generation X
5.91,Malta1992,0.762,"3,021,910,217",9040,Boomers
2.0,Malta1992,0.762,"3,021,910,217",9040,Boomers
0.0,Malta1992,0.762,"3,021,910,217",9040,Generation X
0.0,Malta1992,0.762,"3,021,910,217",9040,Boomers
0.0,Malta1992,0.762,"3,021,910,217",9040,Millenials
0.0,Malta1992,0.762,"3,021,910,217",9040,G.I. Generation
0.0,Malta1992,0.762,"3,021,910,217",9040,Millenials
14.71,Malta1993,0.7659999999999999,"2,709,178,327",8022,Boomers
7.74,Malta1993,0.7659999999999999,"2,709,178,327",8022,Boomers
7.49,Malta1993,0.7659999999999999,"2,709,178,327",8022,Silent
6.19,Malta1993,0.7659999999999999,"2,709,178,327",8022,Silent
3.9,Malta1993,0.7659999999999999,"2,709,178,327",8022,Boomers
3.85,Malta1993,0.7659999999999999,"2,709,178,327",8022,Boomers
3.66,Malta1993,0.7659999999999999,"2,709,178,327",8022,Generation X
0.0,Malta1993,0.7659999999999999,"2,709,178,327",8022,Generation X
0.0,Malta1993,0.7659999999999999,"2,709,178,327",8022,Millenials
0.0,Malta1993,0.7659999999999999,"2,709,178,327",8022,G.I. Generation
0.0,Malta1993,0.7659999999999999,"2,709,178,327",8022,Millenials
0.0,Malta1993,0.7659999999999999,"2,709,178,327",8022,G.I. Generation
17.86,Malta1994,0.768,"2,998,570,147",8775,G.I. Generation
11.63,Malta1994,0.768,"2,998,570,147",8775,G.I. Generation
11.15,Malta1994,0.768,"2,998,570,147",8775,Boomers
10.75,Malta1994,0.768,"2,998,570,147",8775,Generation X
9.52,Malta1994,0.768,"2,998,570,147",8775,Boomers
3.78,Malta1994,0.768,"2,998,570,147",8775,Boomers
0.0,Malta1994,0.768,"2,998,570,147",8775,Generation X
0.0,Malta1994,0.768,"2,998,570,147",8775,Boomers
0.0,Malta1994,0.768,"2,998,570,147",8775,Millenials
0.0,Malta1994,0.768,"2,998,570,147",8775,Silent
0.0,Malta1994,0.768,"2,998,570,147",8775,Millenials
0.0,Malta1994,0.768,"2,998,570,147",8775,Silent
14.13,Malta1995,0.741,"3,439,931,907",9974,Generation X
7.43,Malta1995,0.741,"3,439,931,907",9974,Boomers
7.42,Malta1995,0.741,"3,439,931,907",9974,Boomers
7.25,Malta1995,0.741,"3,439,931,907",9974,Silent
4.02,Malta1995,0.741,"3,439,931,907",9974,Generation X
3.77,Malta1995,0.741,"3,439,931,907",9974,Generation X
3.0,Malta1995,0.741,"3,439,931,907",9974,Silent
0.0,Malta1995,0.741,"3,439,931,907",9974,Generation X
0.0,Malta1995,0.741,"3,439,931,907",9974,Millenials
0.0,Malta1995,0.741,"3,439,931,907",9974,G.I. Generation
0.0,Malta1995,0.741,"3,439,931,907",9974,Millenials
0.0,Malta1995,0.741,"3,439,931,907",9974,G.I. Generation
15.63,Malta1996,0.7759999999999999,"3,570,271,558",10254,G.I. Generation
11.76,Malta1996,0.7759999999999999,"3,570,271,558",10254,Generation X
10.45,Malta1996,0.7759999999999999,"3,570,271,558",10254,Generation X
4.17,Malta1996,0.7759999999999999,"3,570,271,558",10254,Generation X
3.61,Malta1996,0.7759999999999999,"3,570,271,558",10254,Silent
1.81,Malta1996,0.7759999999999999,"3,570,271,558",10254,Boomers
0.0,Malta1996,0.7759999999999999,"3,570,271,558",10254,Generation X
0.0,Malta1996,0.7759999999999999,"3,570,271,558",10254,Boomers
0.0,Malta1996,0.7759999999999999,"3,570,271,558",10254,Millenials
0.0,Malta1996,0.7759999999999999,"3,570,271,558",10254,Silent
0.0,Malta1996,0.7759999999999999,"3,570,271,558",10254,G.I. Generation
0.0,Malta1996,0.7759999999999999,"3,570,271,558",10254,Millenials
29.85,Malta1997,0.7809999999999999,"3,705,372,039",10575,G.I. Generation
10.34,Malta1997,0.7809999999999999,"3,705,372,039",10575,Generation X
8.58,Malta1997,0.7809999999999999,"3,705,372,039",10575,Generation X
8.16,Malta1997,0.7809999999999999,"3,705,372,039",10575,Generation X
7.09,Malta1997,0.7809999999999999,"3,705,372,039",10575,Boomers
3.66,Malta1997,0.7809999999999999,"3,705,372,039",10575,Generation X
3.0,Malta1997,0.7809999999999999,"3,705,372,039",10575,Silent
0.0,Malta1997,0.7809999999999999,"3,705,372,039",10575,Boomers
0.0,Malta1997,0.7809999999999999,"3,705,372,039",10575,Millenials
0.0,Malta1997,0.7809999999999999,"3,705,372,039",10575,G.I. Generation
0.0,Malta1997,0.7809999999999999,"3,705,372,039",10575,Millenials
0.0,Malta1997,0.7809999999999999,"3,705,372,039",10575,Silent
14.34,Malta1998,0.789,"3,923,637,971",11103,Silent
10.43,Malta1998,0.789,"3,923,637,971",11103,Boomers
4.1,Malta1998,0.789,"3,923,637,971",11103,Generation X
1.76,Malta1998,0.789,"3,923,637,971",11103,Boomers
0.0,Malta1998,0.789,"3,923,637,971",11103,Generation X
0.0,Malta1998,0.789,"3,923,637,971",11103,Generation X
0.0,Malta1998,0.789,"3,923,637,971",11103,Millenials
0.0,Malta1998,0.789,"3,923,637,971",11103,Silent
0.0,Malta1998,0.789,"3,923,637,971",11103,G.I. Generation
0.0,Malta1998,0.789,"3,923,637,971",11103,Generation X
0.0,Malta1998,0.789,"3,923,637,971",11103,Millenials
0.0,Malta1998,0.789,"3,923,637,971",11103,G.I. Generation
24.49,Malta1999,0.7929999999999999,"4,127,313,818",11607,Generation X
19.1,Malta1999,0.7929999999999999,"4,127,313,818",11607,Boomers
14.08,Malta1999,0.7929999999999999,"4,127,313,818",11607,G.I. Generation
10.38,Malta1999,0.7929999999999999,"4,127,313,818",11607,Silent
9.17,Malta1999,0.7929999999999999,"4,127,313,818",11607,G.I. Generation
5.83,Malta1999,0.7929999999999999,"4,127,313,818",11607,Silent
3.58,Malta1999,0.7929999999999999,"4,127,313,818",11607,Generation X
3.37,Malta1999,0.7929999999999999,"4,127,313,818",11607,Generation X
1.76,Malta1999,0.7929999999999999,"4,127,313,818",11607,Boomers
0.0,Malta1999,0.7929999999999999,"4,127,313,818",11607,Generation X
0.0,Malta1999,0.7929999999999999,"4,127,313,818",11607,Millenials
0.0,Malta1999,0.7929999999999999,"4,127,313,818",11607,Millenials
26.7,Malta2000,0.7659999999999999,"4,306,192,436",11873,G.I. Generation
17.28,Malta2000,0.7659999999999999,"4,306,192,436",11873,Boomers
8.28,Malta2000,0.7659999999999999,"4,306,192,436",11873,Generation X
7.9,Malta2000,0.7659999999999999,"4,306,192,436",11873,Generation X
6.55,Malta2000,0.7659999999999999,"4,306,192,436",11873,Silent
5.24,Malta2000,0.7659999999999999,"4,306,192,436",11873,Boomers
3.32,Malta2000,0.7659999999999999,"4,306,192,436",11873,Generation X
2.78,Malta2000,0.7659999999999999,"4,306,192,436",11873,Silent
0.0,Malta2000,0.7659999999999999,"4,306,192,436",11873,Generation X
0.0,Malta2000,0.7659999999999999,"4,306,192,436",11873,Millenials
0.0,Malta2000,0.7659999999999999,"4,306,192,436",11873,G.I. Generation
0.0,Malta2000,0.7659999999999999,"4,306,192,436",11873,Millenials
21.65,Malta2001,0.8009999999999999,"4,331,870,648",11691,Silent
15.48,Malta2001,0.8009999999999999,"4,331,870,648",11691,Boomers
13.19,Malta2001,0.8009999999999999,"4,331,870,648",11691,Millenials
11.34,Malta2001,0.8009999999999999,"4,331,870,648",11691,Generation X
8.33,Malta2001,0.8009999999999999,"4,331,870,648",11691,Silent
5.2,Malta2001,0.8009999999999999,"4,331,870,648",11691,Boomers
3.95,Malta2001,0.8009999999999999,"4,331,870,648",11691,Generation X
3.5,Malta2001,0.8009999999999999,"4,331,870,648",11691,Millenials
2.65,Malta2001,0.8009999999999999,"4,331,870,648",11691,Silent
0.0,Malta2001,0.8009999999999999,"4,331,870,648",11691,Millenials
0.0,Malta2001,0.8009999999999999,"4,331,870,648",11691,Millenials
0.0,Malta2001,0.8009999999999999,"4,331,870,648",11691,Silent
10.96,Malta2002,0.804,"4,689,832,690",12524,Generation X
8.82,Malta2002,0.804,"4,689,832,690",12524,Silent
8.66,Malta2002,0.804,"4,689,832,690",12524,Boomers
8.03,Malta2002,0.804,"4,689,832,690",12524,Silent
7.67,Malta2002,0.804,"4,689,832,690",12524,Generation X
7.64,Malta2002,0.804,"4,689,832,690",12524,Silent
3.5,Malta2002,0.804,"4,689,832,690",12524,Boomers
0.0,Malta2002,0.804,"4,689,832,690",12524,Millenials
0.0,Malta2002,0.804,"4,689,832,690",12524,Millenials
0.0,Malta2002,0.804,"4,689,832,690",12524,Millenials
0.0,Malta2002,0.804,"4,689,832,690",12524,Millenials
0.0,Malta2002,0.804,"4,689,832,690",12524,Silent
24.26,Malta2003,0.81,"5,456,583,589",14444,Silent
21.23,Malta2003,0.81,"5,456,583,589",14444,Generation X
11.19,Malta2003,0.81,"5,456,583,589",14444,Silent
7.0,Malta2003,0.81,"5,456,583,589",14444,Boomers
3.74,Malta2003,0.81,"5,456,583,589",14444,Generation X
3.31,Malta2003,0.81,"5,456,583,589",14444,Millenials
2.44,Malta2003,0.81,"5,456,583,589",14444,Silent
1.77,Malta2003,0.81,"5,456,583,589",14444,Boomers
0.0,Malta2003,0.81,"5,456,583,589",14444,Millenials
0.0,Malta2003,0.81,"5,456,583,589",14444,Millenials
0.0,Malta2003,0.81,"5,456,583,589",14444,Silent
0.0,Malta2003,0.81,"5,456,583,589",14444,Millenials
23.76,Malta2004,0.8190000000000001,"6,062,780,269",15916,Silent
15.26,Malta2004,0.8190000000000001,"6,062,780,269",15916,Silent
10.67,Malta2004,0.8190000000000001,"6,062,780,269",15916,Silent
10.59,Malta2004,0.8190000000000001,"6,062,780,269",15916,Boomers
7.16,Malta2004,0.8190000000000001,"6,062,780,269",15916,Boomers
7.03,Malta2004,0.8190000000000001,"6,062,780,269",15916,Millenials
6.64,Malta2004,0.8190000000000001,"6,062,780,269",15916,Millenials
4.71,Malta2004,0.8190000000000001,"6,062,780,269",15916,Silent
0.0,Malta2004,0.8190000000000001,"6,062,780,269",15916,Generation X
0.0,Malta2004,0.8190000000000001,"6,062,780,269",15916,Millenials
0.0,Malta2004,0.8190000000000001,"6,062,780,269",15916,Generation X
0.0,Malta2004,0.8190000000000001,"6,062,780,269",15916,Millenials
34.39,Malta2005,0.802,"6,394,851,387",16648,Silent
14.19,Malta2005,0.802,"6,394,851,387",16648,Boomers
10.1,Malta2005,0.802,"6,394,851,387",16648,Silent
3.61,Malta2005,0.802,"6,394,851,387",16648,Boomers
3.38,Malta2005,0.802,"6,394,851,387",16648,Generation X
2.27,Malta2005,0.802,"6,394,851,387",16648,Silent
0.0,Malta2005,0.802,"6,394,851,387",16648,Millenials
0.0,Malta2005,0.802,"6,394,851,387",16648,Generation X
0.0,Malta2005,0.802,"6,394,851,387",16648,Millenials
0.0,Malta2005,0.802,"6,394,851,387",16648,Silent
0.0,Malta2005,0.802,"6,394,851,387",16648,Millenials
0.0,Malta2005,0.802,"6,394,851,387",16648,Millenials
33.28,Malta2006,0.8320000000000001,"6,757,119,558",17504,Silent
14.22,Malta2006,0.8320000000000001,"6,757,119,558",17504,Boomers
10.12,Malta2006,0.8320000000000001,"6,757,119,558",17504,Millenials
10.09,Malta2006,0.8320000000000001,"6,757,119,558",17504,Generation X
9.65,Malta2006,0.8320000000000001,"6,757,119,558",17504,Silent
5.45,Malta2006,0.8320000000000001,"6,757,119,558",17504,Boomers
4.4,Malta2006,0.8320000000000001,"6,757,119,558",17504,Silent
0.0,Malta2006,0.8320000000000001,"6,757,119,558",17504,Millenials
0.0,Malta2006,0.8320000000000001,"6,757,119,558",17504,Generation X
0.0,Malta2006,0.8320000000000001,"6,757,119,558",17504,Millenials
0.0,Malta2006,0.8320000000000001,"6,757,119,558",17504,Silent
0.0,Malta2006,0.8320000000000001,"6,757,119,558",17504,Millenials
21.32,Malta2007,0.8370000000000001,"7,880,509,171",20333,Boomers
16.49,Malta2007,0.8370000000000001,"7,880,509,171",20333,Generation X
11.69,Malta2007,0.8370000000000001,"7,880,509,171",20333,Silent
10.8,Malta2007,0.8370000000000001,"7,880,509,171",20333,Silent
6.82,Malta2007,0.8370000000000001,"7,880,509,171",20333,Millenials
6.72,Malta2007,0.8370000000000001,"7,880,509,171",20333,Silent
0.0,Malta2007,0.8370000000000001,"7,880,509,171",20333,Millenials
0.0,Malta2007,0.8370000000000001,"7,880,509,171",20333,Generation X
0.0,Malta2007,0.8370000000000001,"7,880,509,171",20333,Boomers
0.0,Malta2007,0.8370000000000001,"7,880,509,171",20333,Generation Z
0.0,Malta2007,0.8370000000000001,"7,880,509,171",20333,Silent
0.0,Malta2007,0.8370000000000001,"7,880,509,171",20333,Generation Z
10.45,Malta2008,0.8390000000000001,"8,977,149,553",23007,Silent
9.08,Malta2008,0.8390000000000001,"8,977,149,553",23007,Silent
8.87,Malta2008,0.8390000000000001,"8,977,149,553",23007,Boomers
3.65,Malta2008,0.8390000000000001,"8,977,149,553",23007,Boomers
3.41,Malta2008,0.8390000000000001,"8,977,149,553",23007,Millenials
3.22,Malta2008,0.8390000000000001,"8,977,149,553",23007,Generation X
0.0,Malta2008,0.8390000000000001,"8,977,149,553",23007,Millenials
0.0,Malta2008,0.8390000000000001,"8,977,149,553",23007,Generation X
0.0,Malta2008,0.8390000000000001,"8,977,149,553",23007,Generation Z
0.0,Malta2008,0.8390000000000001,"8,977,149,553",23007,Silent
0.0,Malta2008,0.8390000000000001,"8,977,149,553",23007,Silent
0.0,Malta2008,0.8390000000000001,"8,977,149,553",23007,Generation Z
28.57,Malta2009,0.84,"8,528,202,278",21695,Generation X
20.33,Malta2009,0.84,"8,528,202,278",21695,Silent
19.84,Malta2009,0.84,"8,528,202,278",21695,Silent
17.72,Malta2009,0.84,"8,528,202,278",21695,Boomers
10.18,Malta2009,0.84,"8,528,202,278",21695,Millenials
6.86,Malta2009,0.84,"8,528,202,278",21695,Generation X
3.62,Malta2009,0.84,"8,528,202,278",21695,Millenials
0.0,Malta2009,0.84,"8,528,202,278",21695,Boomers
0.0,Malta2009,0.84,"8,528,202,278",21695,Generation Z
0.0,Malta2009,0.84,"8,528,202,278",21695,Silent
0.0,Malta2009,0.84,"8,528,202,278",21695,Silent
0.0,Malta2009,0.84,"8,528,202,278",21695,Generation Z
30.13,Malta2010,0.8240000000000001,"8,741,059,603",22132,Generation X
19.58,Malta2010,0.8240000000000001,"8,741,059,603",22132,Silent
10.27,Malta2010,0.8240000000000001,"8,741,059,603",22132,Millenials
9.54,Malta2010,0.8240000000000001,"8,741,059,603",22132,Generation X
8.56,Malta2010,0.8240000000000001,"8,741,059,603",22132,Silent
4.03,Malta2010,0.8240000000000001,"8,741,059,603",22132,Silent
0.0,Malta2010,0.8240000000000001,"8,741,059,603",22132,Millenials
0.0,Malta2010,0.8240000000000001,"8,741,059,603",22132,Generation X
0.0,Malta2010,0.8240000000000001,"8,741,059,603",22132,Generation X
0.0,Malta2010,0.8240000000000001,"8,741,059,603",22132,Generation Z
0.0,Malta2010,0.8240000000000001,"8,741,059,603",22132,Silent
0.0,Malta2010,0.8240000000000001,"8,741,059,603",22132,Generation Z
15.95,Malta2011,0.8220000000000001,"9,507,645,260",23984,Generation X
12.78,Malta2011,0.8220000000000001,"9,507,645,260",23984,Millenials
10.45,Malta2011,0.8220000000000001,"9,507,645,260",23984,Millenials
8.32,Malta2011,0.8220000000000001,"9,507,645,260",23984,Boomers
0.0,Malta2011,0.8220000000000001,"9,507,645,260",23984,Millenials
0.0,Malta2011,0.8220000000000001,"9,507,645,260",23984,Millenials
0.0,Malta2011,0.8220000000000001,"9,507,645,260",23984,Generation X
0.0,Malta2011,0.8220000000000001,"9,507,645,260",23984,Generation Z
0.0,Malta2011,0.8220000000000001,"9,507,645,260",23984,Boomers
0.0,Malta2011,0.8220000000000001,"9,507,645,260",23984,Silent
0.0,Malta2011,0.8220000000000001,"9,507,645,260",23984,Generation Z
0.0,Malta2011,0.8220000000000001,"9,507,645,260",23984,Silent
16.21,Malta2012,0.83,"9,209,559,296",23074,Boomers
10.62,Malta2012,0.83,"9,209,559,296",23074,Generation X
9.51,Malta2012,0.83,"9,209,559,296",23074,Millenials
8.9,Malta2012,0.83,"9,209,559,296",23074,Silent
7.28,Malta2012,0.83,"9,209,559,296",23074,Generation X
3.86,Malta2012,0.83,"9,209,559,296",23074,Boomers
3.49,Malta2012,0.83,"9,209,559,296",23074,Millenials
0.0,Malta2012,0.83,"9,209,559,296",23074,Millenials
0.0,Malta2012,0.83,"9,209,559,296",23074,Millenials
0.0,Malta2012,0.83,"9,209,559,296",23074,Generation Z
0.0,Malta2012,0.83,"9,209,559,296",23074,Silent
0.0,Malta2012,0.83,"9,209,559,296",23074,Generation Z
19.4,Malta2013,0.8370000000000001,"10,145,114,180",25191,Generation X
8.51,Malta2013,0.8370000000000001,"10,145,114,180",25191,Silent
7.91,Malta2013,0.8370000000000001,"10,145,114,180",25191,Boomers
6.98,Malta2013,0.8370000000000001,"10,145,114,180",25191,Millenials
6.24,Malta2013,0.8370000000000001,"10,145,114,180",25191,Millenials
